,displayName,tags,major_tags
950,ITM Instruments,"['consumer goods', 'electronics', 'metal products', 'consumer electronics', 'distribution', 'Retail']",['Retail']
951,Telemetrics,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'robotics']",['Manufacturing & Industrial']
952,Full Source,"['consumer goods', 'distribution', 'protective equipment', 'ecommerce', 'clothing', 'Retail']",['Retail']
953,Ebulb,"['consumer goods', 'manufacturing equipment', 'lighting', 'Retail']",['Retail']
954,Cedar Electronics,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'communication equipment', 'distribution', 'Retail']","['Manufacturing & Industrial', 'Retail']"
955,Carhartt,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'accessories', 'clothing', 'Retail', 'fashion']","['Manufacturing & Industrial', 'Retail']"
956,Whistle Workwear,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'clothing', 'wearables']",['Manufacturing & Industrial']
957,Seville Classics,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'Retail']","['Manufacturing & Industrial', 'Retail']"
958,Micro-Mode Products,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'electronic components']",['Manufacturing & Industrial']
959,Morehouse Instrument Company,"['consumer goods', 'Manufacturing & Industrial', 'machinery', 'manufacturing equipment']",['Manufacturing & Industrial']
960,Tiresocks,"['flooring', 'consumer goods', 'safety', 'Manufacturing & Industrial', 'protective equipment']",['Manufacturing & Industrial']
961,Fragrance Direct,"[""women's health"", 'consumer goods', 'health & beauty', 'cosmetics', 'luxury', 'Retail']",['Retail']
962,Alpha Card Systems,"['consumer goods', 'Manufacturing & Industrial', 'manufacturing equipment', 'distribution', 'ecommerce']",['Manufacturing & Industrial']
963,Supply Chimp,"['consumer goods', 'Retail', 'furniture']",['Retail']
964,Da Milano,"['consumer goods', 'accessories', 'distribution', 'luxury', 'Retail']",['Retail']
965,National Marker Company,"['consumer goods', 'electronics', 'safety', 'Manufacturing & Industrial', 'consumer electronics', 'Business Products & Services']","['Manufacturing & Industrial', 'Business Products & Services']"
966,BC Industrial Supply,"['consumer goods', 'electronics', 'manufacturing equipment', 'building materials', 'distribution', 'Retail', 'electronic components']",['Retail']
967,Avocor,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'displays']",['Manufacturing & Industrial']
968,Greenlane,"['consumer goods', 'accessories', 'Retail']",['Retail']
969,Huhtamaki,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'packaging']","['Food & Beverage', 'Manufacturing & Industrial']"
970,Doosan Infracore,"['Manufacturing & Industrial', 'generators', 'construction equipment', 'holding company', 'lighting', 'engines']",['Manufacturing & Industrial']
971,Mastrad,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'Retail']","['Manufacturing & Industrial', 'Retail']"
972,Leifheit,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'distribution', 'Retail']","['Manufacturing & Industrial', 'Retail']"
973,Papoutsanis,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'cosmetics']",['Manufacturing & Industrial']
974,HB Grandi,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'agritech', 'nutrition']","['Food & Beverage', 'Manufacturing & Industrial']"
975,Korres,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'cosmetics', 'pharmacy', 'pharma', 'sustainability', 'drug development', 'Retail']","['Manufacturing & Industrial', 'Retail']"
976,Indel B,"['consumer goods', 'Manufacturing & Industrial', 'hospitality', 'appliances']",['Manufacturing & Industrial']
977,Verallia Deutschland,"['consumer goods', 'Manufacturing & Industrial', 'sustainability', 'packaging']",['Manufacturing & Industrial']
978,Redding Bank of Commerce,"['mortgages', 'holding company', 'insurance', 'Financial Services', 'commercial banks', 'banks']",['Financial Services']
979,Atlantik Petrol,"['consumer goods', 'Manufacturing & Industrial', 'oil', 'chemicals']",['Manufacturing & Industrial']
980,Safilo,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'protective equipment', 'luxury', 'optics', 'Retail', 'fashion', 'eyewear']","['Manufacturing & Industrial', 'Retail']"
981,InfoPeople,"['Business Products & Services', 'it staffing', 'Human Resources & Recruiting', 'Technology', 'recruiting']","['Business Products & Services', 'Human Resources & Recruiting', 'Technology']"
982,Ratti,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'clothing', 'Retail']","['Manufacturing & Industrial', 'Retail']"
983,Creta Farms,"['Food & Beverage', 'consumer goods', 'distribution', 'delivery', 'Retail', 'nutrition']","['Food & Beverage', 'Retail']"
984,Park Systems,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'electronic components']",['Manufacturing & Industrial']
985,Stefanel,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'ecommerce', 'clothing', 'Retail', 'fashion']","['Manufacturing & Industrial', 'Retail']"
986,B&C Speakers,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'accessories', 'distribution', 'audio', 'Retail', 'electronic components']","['Manufacturing & Industrial', 'Retail']"
987,Ratti,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'clothing', 'Retail']","['Manufacturing & Industrial', 'Retail']"
988,Creta Farms,"['Food & Beverage', 'consumer goods', 'distribution', 'delivery', 'Retail', 'nutrition']","['Food & Beverage', 'Retail']"
989,Gambero Rosso,"['Food & Beverage', 'media', 'consumer goods', 'professional education', 'news', 'books', 'Media & Entertainment', 'newspaper', 'television']","['Food & Beverage', 'Media & Entertainment']"
990,Orchestra Premaman,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'toys', 'clothing', 'kids', 'Retail', 'furniture', 'nutrition']","['Manufacturing & Industrial', 'Retail']"
991,O Sorbet D'amour,"['Food & Beverage', 'consumer goods', 'restaurant', 'beverages', 'nutrition']",['Food & Beverage']
992,Kotipizza Group,"['Food & Beverage', 'consumer goods', 'hospitality', 'restaurant', 'beverages', 'Media & Entertainment', 'nutrition']","['Food & Beverage', 'Media & Entertainment']"
993,Autogrill,"['Food & Beverage', 'consumer goods', 'restaurant', 'Retail']","['Food & Beverage', 'Retail']"
994,Mathios Refractories,"['consumer goods', 'Manufacturing & Industrial', 'procurement', 'home improvement', 'building materials', 'distribution', 'engineering', 'Retail']","['Manufacturing & Industrial', 'Retail']"
995,Piedmont Natural Gas Company,"['energy services', 'natural gas', 'distribution', 'Energy & Utilities']",['Energy & Utilities']
996,Moda Bagno - N. Varveris,"['flooring', 'consumer goods', 'home improvement', 'home & garden', 'lighting', 'Retail', 'furniture']",['Retail']
997,Helical Bar,"['Real Estate & Construction', 'property finance', 'property management']",['Real Estate & Construction']
998,ezbuy,"['consumer goods', 'toys', 'home & garden', 'ecommerce', 'appliances', 'clothing', 'Technology', 'Retail', 'footwear', 'shipping', 'marketplace']","['Technology', 'Retail']"
999,Beghelli,"['consumer goods', 'Manufacturing & Industrial', 'home & garden', 'security', 'lighting', 'Retail', 'furniture']","['Manufacturing & Industrial', 'Retail']"
1000,Hornbach,"['flooring', 'consumer goods', 'home improvement', 'distribution', 'home & garden', 'holding company', 'Real Estate & Construction', 'Retail']","['Real Estate & Construction', 'Retail']"
1001,MedMen,"['Other', 'consumer goods', 'cannabis', 'Retail']","['Other', 'Retail']"
1002,Suominen,"['paper and packaging', 'consumer goods', 'Manufacturing & Industrial', 'textiles', 'plastic', 'health & beauty', 'cosmetics', 'packaging', 'clothing']",['Manufacturing & Industrial']
1003,UniEuro,"['consumer goods', 'electronics', 'consumer electronics', 'games', 'distribution', 'ecommerce', 'Retail']",['Retail']
1004,ThinkUp,"['consumer goods', 'ecommerce', 'Technology', 'Retail', 'consumer software']","['Technology', 'Retail']"
1005,ALIO Industries,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'nanotech', 'engineering', 'robotics']",['Manufacturing & Industrial']
1006,Sanwa Holdings,"['consumer goods', 'Manufacturing & Industrial', 'home improvement', 'building materials', 'construction equipment', 'home & garden', 'Retail']","['Manufacturing & Industrial', 'Retail']"
1007,Officenation,"['consumer goods', 'electronics', 'consumer electronics', 'machinery', 'manufacturing equipment', 'distribution', 'Retail']",['Retail']
1008,Static Controls Corporation,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics']",['Manufacturing & Industrial']
1009,Western Filament,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'aerospace']",['Manufacturing & Industrial']
1010,Norman Lamps,"['consumer goods', 'Manufacturing & Industrial', 'home improvement', 'distribution', 'lighting']",['Manufacturing & Industrial']
1011,Wonderful Company,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'beverages', 'wine', 'agritech']","['Food & Beverage', 'Manufacturing & Industrial']"
1012,Char-Broil,"['consumer goods', 'Manufacturing & Industrial', 'accessories']",['Manufacturing & Industrial']
1013,Valutek,"['consumer goods', 'protective equipment', 'clothing', 'Retail']",['Retail']
1014,ERC Wiping Products,"['consumer goods', 'Manufacturing & Industrial', 'textiles']",['Manufacturing & Industrial']
1015,Hoya,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'healthtech', 'medical devices', 'Healthcare', 'optics', 'semiconductors']","['Manufacturing & Industrial', 'Healthcare']"
1016,Carpenter Technology,"['metal products', 'Manufacturing & Industrial', 'distribution', 'advanced materials']",['Manufacturing & Industrial']
1017,VILVI,"['Food & Beverage', 'consumer goods', 'distribution']",['Food & Beverage']
1018,JRI Industries,"['consumer goods', 'Manufacturing & Industrial', 'machinery', 'fabrication tools']",['Manufacturing & Industrial']
1019,Gogotech,"['consumer goods', 'Marketing', 'ecommerce', 'it services', 'Technology', 'Retail', 'content management']","['Marketing', 'Technology', 'Retail']"
1020,Better Direct,"['consumer goods', 'electronics', 'consumer electronics', 'communication equipment', 'distribution', 'Retail']",['Retail']
1021,Apex Mills,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'clothing']",['Manufacturing & Industrial']
1022,United Seal & Rubber,"['consumer goods', 'Manufacturing & Industrial', 'plastic', 'packaging']",['Manufacturing & Industrial']
1023,Vaughan Premier,"['consumer goods', 'home improvement', 'distribution', 'lighting', 'Retail']",['Retail']
1024,Affordable Wipers,"['consumer goods', 'Manufacturing & Industrial', 'distribution']",['Manufacturing & Industrial']
1025,Gary Manufacturing,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'accessories', 'clothing']",['Manufacturing & Industrial']
1026,Bay Reprographic & Supply,"['printing', 'consumer goods', 'electronics', 'consumer electronics', 'distribution', 'Retail']",['Retail']
1027,Dage-MTI,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'Technology']","['Manufacturing & Industrial', 'Technology']"
1028,G-Force Powersports,"['consumer goods', 'auto parts', 'accessories', 'art', 'vehicles', 'Retail', 'auto dealers']",['Retail']
1029,Lock America,"['consumer goods', 'Business Products & Services', 'manufacturing equipment', 'construction equipment', 'security']",['Business Products & Services']
1030,Allied Network Solutions,"['consumer goods', 'electronics', 'consumer electronics', 'displays', 'enterprise software', 'Retail', 'electronic components']",['Retail']
1031,Tennsmith,"['consumer goods', 'metal products', 'Manufacturing & Industrial', 'machinery', 'manufacturing equipment', 'engineering']",['Manufacturing & Industrial']
1032,EtchArt,"['consumer goods', 'Manufacturing & Industrial', 'home & garden', 'furniture']",['Manufacturing & Industrial']
1033,SPORTSMIT,"['consumer goods', 'sport', 'leisure', 'fitness & wellness', 'Retail']",['Retail']
1034,National Bolt & Nut Corporation,"['consumer goods', 'metal products', 'Manufacturing & Industrial', 'manufacturing equipment', 'building materials', 'Retail']","['Manufacturing & Industrial', 'Retail']"
1035,Brodart,"['consumer goods', 'Manufacturing & Industrial', 'consumer products & services', 'accessories', 'books', 'furniture']",['Manufacturing & Industrial']
1036,Fellowes Brands,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'accessories', 'lighting', 'hvac', 'furniture']",['Manufacturing & Industrial']
1037,LR Health & Beauty Systems,"['consumer goods', 'health & beauty', 'cosmetics', 'distribution', 'Retail']",['Retail']
1038,Pathway Innovations and Technologies,"['application software', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'displays', 'Technology']","['Manufacturing & Industrial', 'Technology']"
1039,Clad Safety,"['consumer goods', 'safety', 'distribution', 'clothing', 'Retail', 'footwear']",['Retail']
1040,Sim Supply,"['consumer goods', 'electronics', 'metal products', 'batteries', 'accessories', 'building materials', 'construction equipment', 'distribution', 'lubricants', 'mechanical components', 'clothing', 'lighting', 'Retail', 'chemicals', 'furniture']",['Retail']
1041,Comvita,"['consumer goods', 'health & beauty', 'Healthcare', 'supplements', 'distribution', 'Retail']","['Healthcare', 'Retail']"
1042,Barefoot Scientist,"['consumer goods', 'health & beauty', 'Healthcare']",['Healthcare']
1043,Stovekraft,"['consumer goods', 'Manufacturing & Industrial', 'appliances']",['Manufacturing & Industrial']
1044,Aperture Optical Sciences,"['consumer goods', 'Manufacturing & Industrial', 'optics', 'defense']",['Manufacturing & Industrial']
1045,Case Design,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'packaging', 'transportation']",['Manufacturing & Industrial']
1046,Dynamic Precision Tool & Manufacturing,"['consumer goods', 'Manufacturing & Industrial', 'machinery', 'manufacturing equipment', 'Retail', 'auto dealers']","['Manufacturing & Industrial', 'Retail']"
