,amount,date,displayName,name,sharePrice,sharesIssued,stage,totalSharesOutstanding
352,500000.0 USD,5/1/14,Boxed,Signia Venture Partners,,,Series A,
353,500000.0 USD,5/1/14,Boxed,Basset Investment Group,,,Series A,
354,500000.0 USD,5/1/14,Boxed,Zaw Thet,,,Series A,
355,500000.0 USD,5/1/14,Boxed,David Ko,,,Series A,
356,500000.0 USD,5/1/14,Boxed,FJ Labs,,,Series A,
357,220000.0 USD,8/1/13,Boxed,Eniac Ventures,,,Seed,
358,220000.0 USD,8/1/13,Boxed,Bessemer Venture Partners,,,Seed,
359,220000.0 USD,8/1/13,Boxed,Social Starts,,,Seed,
360,220000.0 USD,8/1/13,Boxed,Basset Investment Group,,,Seed,
361,220000.0 USD,8/1/13,Boxed,Digital Entertainment Ventures (DEV),,,Seed,
362,14285714.285714285 USD,3/19/19,Glossier,Index Ventures,,,Series D,
363,14285714.285714285 USD,3/19/19,Glossier,Sequoia Capital,,,Series D,
364,14285714.285714285 USD,3/19/19,Glossier,Spark Capital,,,Series D,
365,14285714.285714285 USD,3/19/19,Glossier,Thrive Capital,,,Series D,
366,14285714.285714285 USD,3/19/19,Glossier,Forerunner Ventures,,,Series D,
367,14285714.285714285 USD,3/19/19,Glossier,Tiger Global Management,,,Series D,
368,14285714.285714285 USD,3/19/19,Glossier,IVP (Institutional Venture Partners),,,Series D,
369,17333333.333333332 USD,2/23/18,Glossier,Index Ventures,,,Series C,
370,17333333.333333332 USD,2/23/18,Glossier,14W,,,Series C,
371,17333333.333333332 USD,2/23/18,Glossier,IVP (Institutional Venture Partners),,,Series C,
372,8000000.0 USD,11/30/16,Glossier,Index Ventures,,,Series B,
373,8000000.0 USD,11/30/16,Glossier,14W,,,Series B,
374,8000000.0 USD,11/30/16,Glossier,IVP (Institutional Venture Partners),,,Series B,
375,933333.3333333334 USD,11/17/14,Glossier,Thrive Capital,,,Series A,
376,933333.3333333334 USD,11/17/14,Glossier,Forerunner Ventures,,,Series A,
377,933333.3333333334 USD,11/17/14,Glossier,14W,,,Series A,
378,933333.3333333334 USD,11/17/14,Glossier,Andy Dunn,,,Series A,
379,933333.3333333334 USD,11/17/14,Glossier,WME Ventures,,,Series A,
380,933333.3333333334 USD,11/17/14,Glossier,Manzanita Capital,,,Series A,
381,933333.3333333334 USD,11/17/14,Glossier,Lerer Hippeau Ventures,,,Series A,
382,933333.3333333334 USD,11/17/14,Glossier,Counterpart Advisors,,,Series A,
383,933333.3333333334 USD,11/17/14,Glossier,TOM Capital Associates,,,Series A,
384,5833333.333333333 USD,5/29/17,Snapdeal,Nexus Venture Partners,,,Unattributed,
385,5833333.333333333 USD,5/29/17,Snapdeal,Kunal Bahl,,,Unattributed,
386,5833333.333333333 USD,5/29/17,Snapdeal,Rohit Bansal,,,Unattributed,
387,21000000.0 USD,8/26/16,Snapdeal,Clouse SA,,,Unattributed,
388,100000000.0 USD,2/14/16,Snapdeal,Ontario Teachers' Pension Plan,,,Unattributed,
389,100000000.0 USD,2/14/16,Snapdeal,Iron Pillar,,,Unattributed,
390,62500000.0 USD,8/18/15,Snapdeal,BlackRock,,,Private Equity,
391,62500000.0 USD,8/18/15,Snapdeal,Temasek Holdings,,,Private Equity,
392,62500000.0 USD,8/18/15,Snapdeal,Alibaba Group,,,Private Equity,
393,62500000.0 USD,8/18/15,Snapdeal,PremjiInvest,,,Private Equity,
394,62500000.0 USD,8/18/15,Snapdeal,Foxconn Technology Group,,,Private Equity,
395,62500000.0 USD,8/18/15,Snapdeal,SoftBank Telecom Corp,,,Private Equity,
396,62500000.0 USD,8/18/15,Snapdeal,Brand Capital,,,Private Equity,
397,62500000.0 USD,8/18/15,Snapdeal,Myriad Group,,,Private Equity,
398,627000000.0 USD,10/27/14,Snapdeal,SoftBank Telecom Corp,,,Private Equity,
399,20000000.0 USD,5/20/14,Snapdeal,BlackRock,,,Series E,
400,20000000.0 USD,5/20/14,Snapdeal,Temasek Holdings,,,Series E,
401,20000000.0 USD,5/20/14,Snapdeal,PremjiInvest,,,Series E,
402,20000000.0 USD,5/20/14,Snapdeal,Tybourne,,,Series E,
403,20000000.0 USD,5/20/14,Snapdeal,Myriad Group,,,Series E,
404,22295000.0 USD,2/26/14,Snapdeal,Intel Capital,,,Series D,
405,22295000.0 USD,2/26/14,Snapdeal,Bessemer Venture Partners,,,Series D,
406,22295000.0 USD,2/26/14,Snapdeal,Nexus Venture Partners,,,Series D,
407,22295000.0 USD,2/26/14,Snapdeal,Kalaari Capital,,,Series D,
408,22295000.0 USD,2/26/14,Snapdeal,eBay,,,Series D,
409,22295000.0 USD,2/26/14,Snapdeal,Saama Capital,,,Series D,
410,75000000.0 USD,8/13/13,Snapdeal,SoftBank Capital,,,Unattributed,
411,5555555.555555556 USD,4/1/13,Snapdeal,Intel Capital,,,Series C,
412,5555555.555555556 USD,4/1/13,Snapdeal,Bessemer Venture Partners,,,Series C,
413,5555555.555555556 USD,4/1/13,Snapdeal,Nexus Venture Partners,,,Series C,
414,5555555.555555556 USD,4/1/13,Snapdeal,Cambrian Ventures,,,Series C,
415,5555555.555555556 USD,4/1/13,Snapdeal,Kalaari Capital,,,Series C,
416,5555555.555555556 USD,4/1/13,Snapdeal,eBay,,,Series C,
417,5555555.555555556 USD,4/1/13,Snapdeal,Saama Capital,,,Series C,
418,5555555.555555556 USD,4/1/13,Snapdeal,Recruit Co.,,,Series C,
419,5555555.555555556 USD,4/1/13,Snapdeal,RTP Global,,,Series C,
420,13333333.333333334 USD,9/1/11,Snapdeal,Bessemer Venture Partners,,,Series B,
421,13333333.333333334 USD,9/1/11,Snapdeal,Nexus Venture Partners,,,Series B,
422,13333333.333333334 USD,9/1/11,Snapdeal,Kalaari Capital,,,Series B,
423,6000000.0 USD,1/1/11,Snapdeal,Nexus Venture Partners,,,Series A,
424,6000000.0 USD,1/1/11,Snapdeal,Kalaari Capital,,,Series A,
425,12500000.0 USD,10/11/18,Allbirds,T. Rowe Price,,,Series C,
426,12500000.0 USD,10/11/18,Allbirds,Tiger Global Management,,,Series C,
427,12500000.0 USD,10/11/18,Allbirds,Mark Vadon,,,Series C,
428,12500000.0 USD,10/11/18,Allbirds,Fidelity Management and Research Company,,,Series C,
429,2916666.6666666665 USD,9/5/17,Allbirds,Maveron,,,Series B,
430,2916666.6666666665 USD,9/5/17,Allbirds,Tiger Global Management,,,Series B,
431,2916666.6666666665 USD,9/5/17,Allbirds,Mark Vadon,,,Series B,
432,2916666.6666666665 USD,9/5/17,Allbirds,Brendan Wallace,,,Series B,
433,2916666.6666666665 USD,9/5/17,Allbirds,Elephant,,,Series B,
434,2916666.6666666665 USD,9/5/17,Allbirds,Lerer Hippeau Ventures,,,Series B,
435,1216666.6666666667 USD,9/7/16,Allbirds,Great Oaks Venture Capital,,,Series A,
436,1216666.6666666667 USD,9/7/16,Allbirds,Maveron,,,Series A,
437,1216666.6666666667 USD,9/7/16,Allbirds,Slow Ventures,,,Series A,
438,1216666.6666666667 USD,9/7/16,Allbirds,Red Sea Ventures,,,Series A,
439,1216666.6666666667 USD,9/7/16,Allbirds,Rosecliff Ventures,,,Series A,
440,1216666.6666666667 USD,9/7/16,Allbirds,Lerer Hippeau Ventures,,,Series A,
441,270000.0 USD,3/1/16,Allbirds,Expansion Venture Capital,,,Seed,
442,270000.0 USD,3/1/16,Allbirds,Great Oaks Venture Capital,,,Seed,
443,270000.0 USD,3/1/16,Allbirds,Slow Ventures,,,Seed,
444,270000.0 USD,3/1/16,Allbirds,Peterson Ventures,,,Seed,
445,270000.0 USD,3/1/16,Allbirds,Mark Vadon,,,Seed,
446,270000.0 USD,3/1/16,Allbirds,Red Sea Ventures,,,Seed,
447,270000.0 USD,3/1/16,Allbirds,Brand Foundry Ventures,,,Seed,
448,270000.0 USD,3/1/16,Allbirds,Brainchild Holdings,,,Seed,
449,270000.0 USD,3/1/16,Allbirds,Lerer Hippeau,,,Seed,
450,270000.0 USD,3/1/16,Allbirds,Antipodean Adventures,,,Seed,
451,,7/31/15,Allbirds,Slow Ventures,,,Seed,
452,,4/2/14,Victoria Plum,TPG (formerly Texas Pacific Group),,,Unattributed,
453,25000000.0 USD,10/29/10,HomeAway,GV,,,Late,
454,245243866.0 USD,11/1/08,HomeAway,Institutional Venture Partners,,,Series D,
455,11500000.0 USD,10/31/07,HomeAway,American Capital,,,Unattributed,
456,6500000.0 USD,6/1/07,HomeAway,Redpoint Ventures,,,Series C,
457,160000000.0 USD,11/1/06,HomeAway,Institutional Venture Partners,,,Series B,
458,49000000.0 USD,1/1/05,HomeAway,Redpoint Ventures,,,Series A,
459,3000000.0 USD,9/28/15,Walker & Company Brands,Daher Capital,,,Series B,
460,3000000.0 USD,9/28/15,Walker & Company Brands,Upfront Ventures,,,Series B,
461,3000000.0 USD,9/28/15,Walker & Company Brands,Andreessen Horowitz,,,Series B,
462,3000000.0 USD,9/28/15,Walker & Company Brands,Collaborative Fund,,,Series B,
463,3000000.0 USD,9/28/15,Walker & Company Brands,Felicis Venture,,,Series B,
464,3000000.0 USD,9/28/15,Walker & Company Brands,GV,,,Series B,
465,3000000.0 USD,9/28/15,Walker & Company Brands,Melo7 Tech Partners llc,,,Series B,
466,3000000.0 USD,9/28/15,Walker & Company Brands,IVP (Institutional Venture Partners),,,Series B,
467,1150000.0 USD,6/17/14,Walker & Company Brands,Daher Capital,,,Series A,
468,1150000.0 USD,6/17/14,Walker & Company Brands,Upfront Ventures,,,Series A,
469,1150000.0 USD,6/17/14,Walker & Company Brands,Andreessen Horowitz,,,Series A,
470,1150000.0 USD,6/17/14,Walker & Company Brands,Collaborative Fund,,,Series A,
471,1150000.0 USD,6/17/14,Walker & Company Brands,Johnson + Partners,,,Series A,
472,1150000.0 USD,6/17/14,Walker & Company Brands,Floodgate,,,Series A,
473,200000.0 USD,12/14/13,Walker & Company Brands,SV Angel,,,Seed,
474,200000.0 USD,12/14/13,Walker & Company Brands,Daher Capital,,,Seed,
475,200000.0 USD,12/14/13,Walker & Company Brands,Upfront Ventures,,,Seed,
476,200000.0 USD,12/14/13,Walker & Company Brands,Andreessen Horowitz,,,Seed,
477,200000.0 USD,12/14/13,Walker & Company Brands,Anthony Saleh,,,Seed,
478,200000.0 USD,12/14/13,Walker & Company Brands,Collaborative Fund,,,Seed,
479,200000.0 USD,12/14/13,Walker & Company Brands,"Nasir ""Nas"" Jones",,,Seed,
480,200000.0 USD,12/14/13,Walker & Company Brands,Sherpa Capital,,,Seed,
481,200000.0 USD,12/14/13,Walker & Company Brands,Emagen Investment Group,,,Seed,
482,200000.0 USD,12/14/13,Walker & Company Brands,Charles King,,,Seed,
483,200000.0 USD,12/14/13,Walker & Company Brands,Aaron Batalion,,,Seed,
484,200000.0 USD,12/14/13,Walker & Company Brands,Inc.,,,Seed,
485,54721600.0 USD,6/3/19,PurpleBricks,Axel Springer,,,Unattributed,
486,177000000.0 USD,3/26/18,PurpleBricks,Axel Springer,,,Unattributed,
487,2679250.0 USD,8/18/14,PurpleBricks,DN Capital,,,Series B,
488,2679250.0 USD,8/18/14,PurpleBricks,Woodford Investment Management,,,Series B,
489,2679250.0 USD,8/18/14,PurpleBricks,Martin Bolland,,,Series B,
490,2679250.0 USD,8/18/14,PurpleBricks,Paul Pindar,,,Series B,
491,,3/18/14,PurpleBricks,DN Capital,,,Series A,
492,,3/18/14,PurpleBricks,Errol Damelin,,,Series A,
493,,3/18/14,PurpleBricks,Martin Bolland,,,Series A,
494,,3/18/14,PurpleBricks,Paul Pindar,,,Series A,
495,35000000.0 USD,3/20/17,BEFORE Brands,Gurnet Point Capital,,,Series B,
496,436666.6666666667 USD,10/5/16,BEFORE Brands,Jeff Weiner,,,Series A,
497,436666.6666666667 USD,10/5/16,BEFORE Brands,Anne Wojcicki,,,Series A,
498,436666.6666666667 USD,10/5/16,BEFORE Brands,Gurnet Point Capital,,,Series A,
499,436666.6666666667 USD,10/5/16,BEFORE Brands,David Wolkoff,,,Series A,
500,436666.6666666667 USD,10/5/16,BEFORE Brands,Stephanie Winston Wolkoff,,,Series A,
501,436666.6666666667 USD,10/5/16,BEFORE Brands,Lisette Weiner,,,Series A,
502,436666.6666666667 USD,10/5/16,BEFORE Brands,Melanie Staggs,,,Series A,
503,436666.6666666667 USD,10/5/16,BEFORE Brands,Tom Staggs,,,Series A,
504,436666.6666666667 USD,10/5/16,BEFORE Brands,Shirley Orsak,,,Series A,
505,436666.6666666667 USD,10/5/16,BEFORE Brands,Mike Orsak,,,Series A,
506,436666.6666666667 USD,10/5/16,BEFORE Brands,Julie Menin,,,Series A,
507,436666.6666666667 USD,10/5/16,BEFORE Brands,Bruce Menin,,,Series A,
508,436666.6666666667 USD,10/5/16,BEFORE Brands,Michelle Lubetzky,,,Series A,
509,436666.6666666667 USD,10/5/16,BEFORE Brands,Rebecca Lainovic,,,Series A,
510,436666.6666666667 USD,10/5/16,BEFORE Brands,Sacha Lainovic,,,Series A,
511,436666.6666666667 USD,10/5/16,BEFORE Brands,Scott Kepner,,,Series A,
512,436666.6666666667 USD,10/5/16,BEFORE Brands,Melissa Kepner,,,Series A,
513,436666.6666666667 USD,10/5/16,BEFORE Brands,Alan Hartman,,,Series A,
514,436666.6666666667 USD,10/5/16,BEFORE Brands,KIM HARTMAN,,,Series A,
515,436666.6666666667 USD,10/5/16,BEFORE Brands,Linda Friend,,,Series A,
516,436666.6666666667 USD,10/5/16,BEFORE Brands,Bill Friend,,,Series A,
517,436666.6666666667 USD,10/5/16,BEFORE Brands,Katherine Collins,,,Series A,
518,436666.6666666667 USD,10/5/16,BEFORE Brands,Michele Barakett,,,Series A,
519,436666.6666666667 USD,10/5/16,BEFORE Brands,Tim Barakett,,,Series A,
520,436666.6666666667 USD,10/5/16,BEFORE Brands,Dave Bunning,,,Series A,
521,436666.6666666667 USD,10/5/16,BEFORE Brands,Denise Dunning,,,Series A,
522,436666.6666666667 USD,10/5/16,BEFORE Brands,Justine Arrillaga,,,Series A,
523,436666.6666666667 USD,10/5/16,BEFORE Brands,John Arrillaga,,,Series A,
524,436666.6666666667 USD,10/5/16,BEFORE Brands,Dan Aronson,,,Series A,
525,436666.6666666667 USD,10/5/16,BEFORE Brands,Martha Goldberg Aronson,,,Series A,
526,700000.0 USD,10/30/18,Goxip,Meitu,,,Unattributed,
527,700000.0 USD,10/30/18,Goxip,Convoy Global Holdings,,,Unattributed,
528,1000000.0 USD,1/26/18,Goxip,Meitu,,,Series A,
529,1000000.0 USD,1/26/18,Goxip,Chryseis Tan,,,Series A,
530,1000000.0 USD,1/26/18,Goxip,Iman Allana,,,Series A,
531,1000000.0 USD,1/26/18,Goxip,The Mills Fabrica Fund,,,Series A,
532,1000000.0 USD,1/26/18,Goxip,Sabrina Ho,,,Series A,
533,810000.0 USD,5/19/16,Goxip,Ardent Capital,,,Seed,
534,810000.0 USD,5/19/16,Goxip,Chryseis Tan,,,Seed,
535,156756000.0 USD,2/22/19,Metro Bank,The Royal Bank of Scotland,,,Grant,
536,58333333.333333336 USD,11/24/15,Jet.com,Bain Capital Ventures,,,Unattributed,
537,58333333.333333336 USD,11/24/15,Jet.com,Forerunner Ventures,,,Unattributed,
538,58333333.333333336 USD,11/24/15,Jet.com,Fidelity Investments,,,Unattributed,
539,58333333.333333336 USD,11/24/15,Jet.com,Alibaba Capital Partners,,,Unattributed,
540,58333333.333333336 USD,11/24/15,Jet.com,GV,,,Unattributed,
541,58333333.333333336 USD,11/24/15,Jet.com,Norwest Venture Partners,,,Unattributed,
542,,7/17/15,Jet.com,Palm Drive Capital,,,Series B-2,
543,8750000.0 USD,2/11/15,Jet.com,Accel Partners,,,Series B-1,
544,8750000.0 USD,2/11/15,Jet.com,Goldman Sachs,,,Series B-1,
545,8750000.0 USD,2/11/15,Jet.com,New Enterprise Associates,,,Series B-1,
546,8750000.0 USD,2/11/15,Jet.com,Silicon Valley Bank,,,Series B-1,
547,8750000.0 USD,2/11/15,Jet.com,Norwest Venture Partners - NVP,,,Series B-1,
548,8750000.0 USD,2/11/15,Jet.com,Thrive Capital,,,Series B-1,
